0.73355	-0.61398
0.70381	-0.60898
0.67272	-0.60398
0.6403	-0.59898
0.60675	-0.59398
0.57224	-0.58898
0.53709	-0.58398
0.50158	-0.57898
0.46586	-0.57398
0.43009	-0.56898
0.3945	-0.56398
0.35942	-0.55898
0.32495	-0.55398
0.29134	-0.54898
0.25879	-0.54398
0.22749	-0.53898
0.19759	-0.53398
0.16929	-0.52898
0.14267	-0.52398
0.11792	-0.51898
